name,line
ANYA," (Proudly) IF YOU CAN LEARN TO DO IT, I CAN LEARN TO DO IT!"
VLADIMIR, DON’T KNOW HOW YOU KNEW IT.
ANYA, I SIMPLY KNEW IT! SUDDENLY I FEEL LIKE SOMEONE NEW IT!
 DIMITRI ," ANYA, YOU’RE A DREAM COME TRUE!"
VLADIMIR,: IF I CAN LEARN TO DO IT! YOU CAN LEARN TO DO IT! PULL YOURSELF 
DIMITRI, IF HE CAN LEARN TO DO IT YOU CAN LEARN TO DO IT
ALL THREE, AND YOU’LL PULL THROUGH IT! TELL YOURSELF IT’S EASY. AND IT’S TRUE—
 DIMITRI, YOU CAN LEARN TO DO IT.
ANYA, NOTHING TO IT!
ALL, YOU CAN LEARN TO DO IT TOO!
CUT TO, 
DIMITRI, Here. I bought you a dress 
ANYA," (holding it up, laughing) You bought me a tent."
DIMITRI, What’re you looking for?
ANYA, (examining dress) The Russian Circus - I think it’s still in here.
DIMITRI," Come on, just put it on. He walks away in a huff up the stairs,"
DIMITRI, Agh.
DISSOLVE TO, 
VLADIMIR, Check mate
ANYA, (to get their attention) THROAT CLEAR
VLADIMIR, Wonderkul! Marvelous! And now you are you’re dressed for a 
DIMITRI, But I’m not very good at it…
VLADIMIR," And… one- two- three. One- two- three… No, no, Anya. You don’t lead. Let him."
DIMITRI, That dress is really beautiful.
ANYA, Do you think so?
DIMITRI, Yes. I mean it was nice on the hanger but it looks even better on you. Yo… you should wear it.
ANYA, I am wearing it.
DIMITRI," Oh, right of course, of course, you are. I’m just trying to give you’a…"
ANYA, Compliment? 
DIMITRI," Of course, yes."
VLADIMIR, IT’S ONE-TWO-THREE 
ANYA, I’m feeling a little dizzy.
DIMITRI, Kind of light headed?
ANYA, Yeah.
DIMITRI, Me too. Probably from the spinning
DIMITRI, Maybe we should stop.
ANYA, We have stopped.
DIMITRI," Anya, I …"
ANYA, Yes … ?
DIMITRI, You’re doing fine.
CUT TO, 
ANYA, (whispering to Vladimir) Oh … are you all right?
VLADIMIR," Fine, fine. Just riddled with envy., Look at him, (INDICATING DIMITRI). He can sleep through anything."
ANYA, Gasp!
VLADIMIR," Pretty jewelry box, isn’t it?"
ANYA, Jewelry box? Are you sure that’s what it is?
VLADIMIR, What else could it be?
ANYA," oh well, something else … Something special … something to do with a secret. (LAUGHS) Is that possible?"
VLADIMIR," Anything’s possible. You taught Dimitri how to waltz, didn’t you? …"
ANYA,"Sweet dreams, Pooka."
CUT TO, NIGHT
BARTOK," There she is master, sound asleep in her little bed."
RASPUTIN," And pleasant dreams to you, Princess. I’ll get inside your mind, where you can’t escape me. (As he says this , SMOKY IMAGES begin to collect around the Reliquary, images of faces, trees, a lake all blur together.)"
CROSS DISSOLVE TO, 
CUT TO, 
CUT TO, 
ALEXI, Come on!!
SISTERS, LAUGHTER!!
CUT TO, EXT. SHIP’S DECK
NICHOLAS," Hello, sunshine."
SISTERS, Come into the water!
ANYA, Hello. (<i>giggles</i>)
NICHOLAS," Jump in, jump!"
SISTERS, Come in!!
ALEXI, Yeh!
DIMITRI," Anya, NO!"
RASPUTIN, YES JUMP!!
RASPUTIN, The Romanov curse!
ANYA, AH!
RASPUTIN, JUMP!! JUMP!!
ANYA, AAH!
DIMITRI," Anya! Anya! Anya wake up, wake up."
ANYA, The Romanov curse… The Romanov curse.
DIMITRI, The Romanov … what are you talking about?
ANYA, I keep seeing faces … So many faces.
DIMITRI," It was a nightmare. It’s all right, you’re safe now."
CUT TO, EXT. UNDERWORLD – NIGHT
RASPUTIN," (Screaming) No, Not again!"
BARTOK," Easy, Master, wow… This is no time to loose your,head."
RASPUTIN, You’re right. (A SOOTHING MANTRA) I am calm. I am heartless. I have no feelings whatsoever.
BARTOK, Sir.
RASPUTIN," I feel a sudden onset of clarity, Bartok. I’ll have to kill her myself. In person."
BARTOK," (amazed) What, you mean -- physically?"
BARTOK, But that means … going topside?!
RASPUTIN," Exactly. I have so many fond memories of Paris and killing the last of the Romanovs with my own hands, will be so dee… licous. Well, time to go."
BARTOK," But you’re dead! You’re falling apart! Sir, how do you expect to get to Paris in one piece?"
RASPUTIN, I thought we’d take the train. (LAUGHTER)
BARTOK, Wow!!
CUT TO, 
YOUNG WOMAN," MMM … Ah yes, I remember so well. Uncle Yashin was from Moscow…"
CUT TO, INT. MARIE’S STUDY
MARIE," (finishing the sentence) … We would take picnics by the shore on Sunday. (leans into the light,) Haven’t you anything better to do."
SOPHIE," Oh, oh dear now, you have to leave now, yes? Good-bye."
MARIE, (quietly) No more. No more…
MARIE, No. My heart can’t take it anymore! I will see no more girls claiming to be Anastasia.
CUT TO, 
ANYA," Well, three days ago I didn’t have any past at all and now I’m trying to remember an entire lifetime."
DIMITRI, That’s why you’ve got me. Now where was Uncle Boris from?
ANYA, Moscow?!
CUT TO, 
MAID," Oui, Monsieur?"
VLADIMIR, Sophie Stanislovskievna Somorkov-Smirnoff!
SOPHIE," (rapidly) Vladimir Vanya Voinitsky (stumbles, takes a breath) Vasilovich. Well this is unexpected. Oh, but look at me where are my manners. Come in, come in, everyone. I’m palpitating with amazement, and shock and surprise. All three."
CUT TO, 
VLADIMIR, May I present her Imperial Highness the Grand Duchess Anastasia Nikolayenva!
SOPHIE, Oh my heavens - she certainly does look like Anastasia! But so did many of the others.
SOPHIE, Where were you born?
ANYA, At the Peterhoff Palace.
SOPHIE, Correct.
CUT TO, 
SOPHIE, And how does Anastasia like her tea?
ANYA," I don’t like tea, just hot water and lemon."
SOPHIE, Good.
CUT TO, 
SOPHIE," Finally you’ll most likely find this an impertinent question, but indulge me. How did you escape during the siege of the palace?"
ANYA," There was a boy, a boy who worked in the palace. He opened a wall -- (realizes what she’s said) I’m sorry, that’s crazy -- (on a lighter note, trying to recover) "
VLADIMIR, So… Is she a Romanov?
SOPHIE," Oh well, she answered every question…"
VLADIMIR," You hear that, child… You did it!"
VLADIMIR," So, when do we go and see the Empress?"
SOPHIE, I’m afraid you don’t.
VLADIMIR," Come again, my pet."
SOPHIE, The Empress simply won’t allow it.
VLADIMIR," Now Sophie, my bright diamond. Surely you can think of some way to arrange a brief interview with the Dowanger. I refuse to budge till an answer occurs to you."
VLADIMIR, Please.
 then,)
SOPHIE, Do you like the Russian ballet? I believe they’re performing in Paris tonight - the Dowanger Empress and I love the Russian Ballet - we never miss it.
CUT TO, 
VLADIMIR, (excited) We-e-e-e…
DIMITRI," But Vlad, Vlad, Vlad she is the princess."
VLADIMIR, Anya was extraordinary. I almost believed her and Sophie.
ANYA, Sophie wants to take us shopping for the ballet! Shopping in Paris?! Can you believe it!
CUT TO, 
MUSIC BEGINS," BRIGHT, EXCITING, PARIS IN THE TWENTIES ""PARIS HOLDS THE KEY TO YOUR HEART"""
ACCORDION PLAYER, Lovers!
LADY FLOWER SELLER, Ooh La La!
SOPHIE," (To Anya, Dimitri and Vlad) Welcome, my friends to Paris"
SOPHIE, Here have a flower on me. Forget where you’re from. You’re in France! Children come!
SOPHIE, Paris holds the key 
 FLOWER SELLER, Just stroll two by two 
SOPHIE AND ALL, And soon all Paris 
MAURICE CHEVALIER, Paris holds the key to l’amour!
ANYA, Oh!
FREUD, And not even Freud knows the cure!
 DANCING GIRLS, At the Follies Bergere!
PICASSO, The French have it down to an art!
ALL, Paris holds the key to your heart!
SOPHIE, When you’re feeling blue 
CAN CAN GIRLS, When you think you can’t 
 CAN CAN GIRLS, You can can too!
ANYA, Gasp! Oh!
 CAN CAN GIRLS, WHEE! WHEE! WHEE!
DIMITRI, Paris holds the key to your past. 
ENSEMBLE, Paris holds the key 
COUTURIER, You’ll be tres jolie and so smart.
ISADORA DUCAN, Come dance through the night!
RODIN, And forget all your woes.
SOPHIE, The city of light!
GERTRUDE STEIN, Where a rose is a rose!
 ALL, And one never knows what will start! 
DIMITRI, To her….
 ALL, Heart!
SOPHIE, Ooh La La!
ALL, Ooh La La!
CUT TO, 
DIMITRI, We don’t have anything to be nervous about. She’s the princess…
DIMITRI," (pointedly) No, no, no you don’t know. I was the boy - in the palace. The one who opened the wall. She’s the real thing, Vlad."
VLADIMIR, That means our Anya has found her family! We have found the heir to the Russian throne! And you…
DIMITRI, (finishing) … will walk out of her life forever.
VLADIMIR, But…
DIMITRI, Princess’ don’t marry kitchen boys.
VLADIMIR, I know but… Dimitri.
VLADIMIR, You’ve got to tell her?
ANYA, Tell me what?
DIMITRI, How beautiful you look.
ANYA," Well, thank you."
SOPHIE, (to get Vlad’s attention) THROAT CLEAR
VLADIMIR," Ah, Sophie."
CROSS DISSOLVE TO, 
CROSS DISSOLVE TO, 
DIMITRI, Look. There she is.
ANYA, (like a prayer) Please let her remember me…
DIMITRI, Everything’s gonna be fine.
DIMITRI, (bittersweet) Come on. I guess it’s time. 
DIMITRI," Hey, hey, hey, hey, hey take a deep breath everything’s gonna be fine."
CROSS DISSOLVE TO, 
DIMITRI, Wait here just a moment. I’ll go in and announce you properly.
ANYA, Dimitri.
DIMITRI, Yes?
ANYA," Look, we’ve been through a lot together…"
DIMITRI, Uh-huh.
DIMITRI, Yes?
ANYA," …well, thank you I guess. Yes, thank you for everythiing."
DIMITRI," Anya, I…"
ANYA, Yes?
DIMITRI, I’m... I... Um...
ANYA, Yes?
DIMITRI, I wanted to wish you good luck…… Well… here goes.
DIMITRI," Please inform her majesty, The Dowanger Empress, that I have found her granddaughter…"
CUT TO, 
CUT TO, 
SOPHIE," I’m very sorry young man but the Dowanger Empress, she will see no one."
MARIE, You may tell that impertinent young man that I have seen enough Grand Duchess Anastasias to last me a lifetime.
SOPHIE," Um, you better go."
DIMITRI," Please, let me just…"
MARIE, Now if you’ll excuse me I wish to live the remainder of my lonely life in peace.
SOPHIE," Come, I’ll see you to the door. Come, come now, come to the door."
DIMITRI," Your majesty, I intend you no harm. My name is Dimitri… I used to work at the palace."
MARIE," Well, that’s one I haven’t heard, I must say."
DIMITRI," Wait, don’t go please if you’ll just hear me out."
MARIE, I know what you’re after. I’ve seen it before! Men who train young women in the royal ways.
DIMITRI, But if your highess will… just listen.
MARIE," (interrupts) Haven’t you been listening? I’ve had enough. I don’t care how much you have fashioned this girl to look like her, sound like her or act like her. In the end, it never is her!"
CUT TO, 
CUT TO, 
DIMITRI, This time it is her!
MARIE," Dimitri, I’ve heard of you. You’re that con man from St. Petersburg, who was holding auditions to find an Anastasia look-a-like."
ANYA, Gasp!
DIMITRI," But your grace, we’ve come all the way from Russia just to see you…"
MARIE, And others have come from Timbuktu.
DIMITRI," No, it’s not that, it’s not what you think."
MARIE, (to guards) How much pain will you inflict on an old woman for money?
CUT TO, 
CUT TO, 
DIMITRI," But she is Anastasia, I’m telling you, she’s the Grand Duchess. If you’ll only speak to her, you’ll see!"
ANYA," (devastated) It was all a lie, wasn’t it?"
DIMITRI," No, no…"
ANYA," You used me… I, I was just a part of your con to get her money!"
DIMITRI," No, no, no, no.... look it may have started out that way but everything’s different now, because you really are Anastasia, you are."
ANYA," No… Stop it! From the very beginning you lied… and I not only believed you, I, I actually… Argh!"
DIMITRI," Anya, please. When you spoke of the hidden door of the wall opening and the little boy… listen to me that was…"
ANYA, NO! I don’t want to hear about anything I said or remembered! You just leave me alone!
DIMITRI, Anya please. You have to know the truth.
CROSS DISSOLVE TO, 
CHAUFFER, Your majesty!!
CHAUFFER, Stop right now! Come back here!
MARIE, Ilya! Slow down!
DIMITRI, I’m not Ilya and I won’t slow down. Not until you listen.
MARIE, (recognizing Dimitri) You! How dare you?! Stop this car immediately! Stop this car!
DIMITRI, You have to talk to her! Just look at her. Please.
MARIE, I won’t be badgered by you a moment longer.
DIMITRI, Do you reconize this?
MARIE," Oh, where did you get this?"
DIMITRI, (softer) I know you’ve been hurt. But it’s just possible that she’s been as lost and alone as you.
MARIE, You’ll stop at nothing will you?
DIMITRI, I’m probably about as stubborn as you are.
CUT TO, 
ANYA," (angrily packing): Go away, Dimitri…"
MARIE, I know very well who you thought I was. Who exactly are you?
ANYA, Eh… I … I was hoping you could tell me.
MARIE," (sighs) My dear, I’m old and I’m tired of being conned and tricked."
ANYA, I don’t want to trick you.
MARIE, And I suppose the money doesn’t interest you either?
ANYA," I just want to know who I am whether or not I belong to a family, your family."
MARIE," You’re a very good actress. The best yet, in fact. But I’ve had enough."
ANYA, Peppermint…
MARIE, An oil for my hands.
ANYA, Yes… I spilled a bottle… The carpet was soaked. And it forever smelled of peppermint. (LOOKS AT MARIE) Like you
ANYA, I used to lie there on the rug and oh how I missed you when you went away… When you came here. To Paris.
MARIE, What is that?
ANYA," This well, I’ve always had it… Ever since before I can remember."
UNDERSCORE," ""THE MUSIC BOX"""
MARIE, May I?
 MARIE, Here this song and remember 
MARIE, Oh Anastasia! My Anastasia!
CUT TO, 
CUT TO, 
RASPUTIN, Bartok! Get me a comb… find some cologne! I want to look my best.
BARTOK," That might take some work, sir."
RASPUTIN, Then snap to it. We’re going to a party.
BARTOK, A party in Paris?
RASPUTIN, That’s right.
BARTOK," Ooh, I could teach you all the latest dance steps. It starts with, like a wooh, then you get really crazy with the hips sir. It’s fun."
RASPUTIN, (ignoring him) We’ll let the Grand Duchess Anastasia have her moment.
BARTOK, (carefree) But who cares?
RASPUTIN, And then we’ll kill her!
BARTOK," Right, and then, Kill Her? (CONFUSED) Sir, what happened to the party idea?"
RASPUTIN, That’s where we’re going to kill her. Crush her at the height of her glory.
BARTOK," (miserably) And we’re back to the crushing. (ON HIS KNEES) Sir, I’m begging you please…. pleeeaze: Forget the girl, and get a life."
RASPUTIN," Oh, I’ll get a life, Bartok. HERS!"
CUT TO, 
ANYA," I remember now, how much I loved them."
MARIE," They would not want us to live in the past, not now that we have found each other. Oh look here -- (taking a water color from the box) The drawings you gave me -- Remember?"
ANYA, (taking the picture) Yes! Olga made me so mad -- she said it looked like a pig riding a donkey! She was right!
MARIE," In your laughter, once again I hear my Nicky, your dear father…"
CROSS DISSOLVE TO, 
CUT TO, 
DIMITRI," You sent for me, your Grace?"
MARIE," Ten million rubles… As promised, with my gratitude."
DIMITRI, I accept your gratitude. Your Highness. But I don’t want the money.
MARIE," (a bit suspicious) What do you want, then?"
DIMITRI, Unfortunately nothing you can give (BOWS)
MARIE, Young man. (HE STOPS) Where did you get that music box?
DIMITRI, Not anymore.
MARIE, Why the change of mind?
DIMITRI, It was more a change of heart. (ALMOST FLEEING) I must go.
CROSS DISSOLVE TO, 
ANYA," (distantly) Hello, Dimitri."
DIMITRI, Hello.
ANYA, Did you collect your reward?
DIMITRI, My business is complete.
MAJOR DOMO," Eh, young man you will bow and address the Princess as ""Your Highness."""
ANYA," No, that’s not nec…"
DIMITRI," Please, your Highness. I’m glad you found what you were looking for."
ANYA," Yes, I’m glad you did too."
DIMITRI," Well, then… Goodbye. (ADDING) Your Highness."
ANYA," (softly, to herself.) Goodbye…"
CUT TO, 
VLADIMIR," (to Pooka, re: the dog’s clothes) You look fabulous. Oh, do you mind?"
DIMITRI," Well if you’re ever in St. Petersburg again look me up. So long, Vlad."
VLADIMIR," Oh, my boy, you’re making a mistake."
DIMITRI," Trust me, this is the one thing I’m doing right."
DIMITRI, So long mutt.
DIMITRI, I can’t stay. I don’t belong here.
CUT TO, 
CUT TO, 
MARIE, He’s not there.
ANYA," Oh, I know he’s not, he --"
MARIE, A remarkable young man who found a music box…
ANYA, No he’s probably too busy spending his reward money as fast as he can.
MARIE," Look at them dance! You were born to this world of glittering jewels and fine titles, but I wonder if this is what you really want."
ANYA," Of course, of course it is. I found what I was looking for. I found out who I am. I found you."
MARIE, My darling ---
ANYA, He… didn’t?…
ANYA," (turning agin) Grandmama, can’t you tell me --"
CUT TO, 
ANOTHER ANGLE, 
ANOTHER ANGLE, 
ANOTHER ANGLE," Anya submerges herself deeper and deeper into the darkness, leaving the light and cheer of the party behind. The BARKING continues into the distance (OS)."
ANYA, (worried) Pooka? Pooka?….
As she wanders further into the topiary garden we notice something odd, the SHADOWS are moving in her wake!)
CUT TO, 
CUT TO, 
ANYA, Pooka? … Here boy!
 She frowns, it wasn’t there before!)
She spins, ANOTHER TOPIARY BUSH blocks her path. It wasn’t there before! Pooka barks wildly!)
She whirls around, the Topiary Bushes have moved again. Pooka barks.)
ANOTHER ANGLE," Anya spins! -- The Topiary Bushes are rearranged, casting long shadows across her face like groping fingers. She is trapped, boxed in. Pooka barks as the green creatures seem ready to spring at her.)"
RASPUTIN, Your Imperial Highness. Look what ten years has done to us: you a beautiful young flower and me a rotting corpse.
ANYA, That face!
RASPUTIN, Last seen at a party like this one.
ANYA, A curse….
RASPUTIN, Followed by a tragic night on the ice. REMEMBER?! 
ANYA, Rasputin!
RASPUTIN," (imitating, mocking) ""Rasputin!"" Destroyed by your despicable family! But what goes around comes around!"
ANYA," Stop no, get away. No, no…"
BARTOK," You’re on your own, Sir. This can only end in tears."
ANYA, I’m not afraid of you.
RASPUTIN, I can fix that! Care for a little swim under the ice?
ANYA, Dimitri! If we live through this remind me to thank you.
DIMITRI, You can thank me later.
RASPUTIN," How enchanting, ""together again"", for the last TIME!"
ANYA, Noo…
DIMITRI, Wow!
ANYA, Dimitri!
RASPUTIN, Taha!
DIMITRI," Anya, Watch Out!"
RASPUTIN," Dasvidanya, your Highness."
DIMITRI, Hold on!
RASPUTIN," Finally, the last Romanov death!"
RASPUTIN," Ya, ha, ha!"
DIMITRI, No! ANYA!
RASPUTIN, Long live the Romanovs!
ANYA," Right, I couldn’t have said it better myself!"
RASPUTIN, AAAAGGGHHH!
ANYA, This is for Dimitri… Ah…
RASPUTIN, Give it back!
ANYA, This is for my family!
RASPUTIN, I’ll tear you to pieces!!
ANYA," And this, this is for you!"
RASPUTIN, No!
 She gives the boat one last look," happy and sad, then turns to go."
FADE OUT, THE END
Numero uno, Don't tell anyone about us.
someone to love, An angel.
Hank, [voiceover] I still think about the night your mother and I had to leave you...
Janet," [to the woman, faintly] Hopefully, it's not for long, but I'll call you when we get settled.When I have a better indication of what's going on."
Young Hope, Mommy?
Janet," Oh, Jellybean. [She kneels down to meet eye-level with Hope.] Daddy and I have a last minute business trip, so Rose is going to stay with you for a few days."
Young Hope, No. I don't want you to go.
Janet, Ugh! It's gonna be so boring! I won't be able to keep my... eyes...
Hank," Goodbye, sweetheart. Alright, we'll see you soon. [He kisses Hope on the forehead. He then touches Janet's shoulder.]"
Hank," [voiceover] I wish we could have put down our bags, and tucked you back into your bed, but too many lives were at stake."
Hank, Oh my god! They've already launched!
Janet, We have to stop it! Come on!
Hank," [voiceover] The only way to disarm the missile was to get inside it, but the plating was too thick. The only way in was to shrink between the molecules."
Janet, I can't get through! Hank...
Hank," [voiceover] We both knew that if you go that small, there's no coming back."
Hank," [voiceover] It should have been me, but my regulator was damaged. Your mother's wasn't."
Janet, Tell Hope I love her...
Hank, [voiceover] She turned it off.
Hank," Janet, no!  "
Hank, [voiceover} And went subatomic to deactivate the bomb.
Hank," [voiceover] Your mother saved thousands of lives that day, knowing she'd be lost in the quantum realm. Alone. Afraid. Gone forever."
Hank," [voiceover] Telling you that she wasn't coming home, was the hardest thing that I ever had to do."
Hank," But then Scott showed up. Or should I say, broke into our house. And when he went to the quantum realm... and came back. Everything changed. I started to wonder... could your mother still be alive? So, I dusted off some old plans."
Hope," Dad, what are you saying?"
Hank, I think it's possible to bring her back.
Scott," Okay. We're in. Oh, this place is a maze. Where's that map? We're definitely close. You ready?"
Cassandra," I'm ready, Daddy."
Scott," Are you sure? 'Cause once we're inside, you show any hesitation or fear, we're done."
Cassandra, I eat fear for breakfast.
Scott," Wow. That is super cool. Come on. Look! It's Anton. He'll show us the way. Anton, which way do we go? Anton, which way do we go? Thanks, Anton! Look, the ants have burrowed into the tech facility."
Cassandra," Oh no, lasers!"
Scott, Oh! I think I got lased! The secret vault. Tell me you brought the contact lens.
Cassandra, Yup.
Scott, Perfect! Right there.
Cassandra, There! It's the micro-treasure!
Scott, My trophy?
Cassandra, It looks like treasure.
Scott," Oh, it is to me."
Cassandra, I want to take it to show-and-tell.
Scott," Oh, no, you can't do that. You can't. It never leaves the house. It's too important. This is the best birthday present you ever got me. I'm so touched you think I'm the world's greatest grandma."
Cassandra, It was the only one they had.
Scott, It makes me want to knit you a sweater.
Cassandra," Oh, no, the fuzz!"
Luis," Hey, Scotty... I was looking at the schematics for the Karapetyan buildings... and I think we have way too many security cameras, don't we?"
Scott," No, no, not at all."
Luis," I mean, 'cause it's a lot of security cameras."
Scott, I know what he needs. Who's the security expert in our business?
Luis," You are, but I'm running the company, right? And if we overquote him... he's gonna go somewhere else. I mean, we gotta land this bird."
Scott," He ain't goin' anywhere. And the expression is ""land this fish."""
Luis," No, it's ""land the bird."" Just like you land the plane. You gotta land the plane to be in business."
Scott," I know it's silly to get hung up on these kinds of things, but I do."
Luis," How am I gonna land a fish? It can't walk. And if it swam up on shore... and it battled a hawk, who's gonna win?"
Scott," You've really turned me around on this thing. It's okay. We're gonna land Karapetyan. Now, if you just excuse me... I'm in the middle of trying to steal something with my daughter."
Luis, I'm gonna go recheck it.
Cassandra, To the escape ant! Let's bounce before the po-po come back!
Luis," The po-po? How do you even know that? Let's fly, Antoinette! Let's fly! Crash landing!"
Cassandra, Whoo! I wish we could shrink for real.
Scott, Oh. That is pretty cool.
Luis," Hey, I'm headed to the office, Scotty. And sorry about freaking out earlier, you know. But I feel like I'm way better. My heart is definitely beating way too hard and stuff. And my hands are shaking. But I think it's unrelated, you know?"
Scott," It's gonna be great, Luis! You got nothing to worry about!"
Luis," Yeah, yeah. I'm the boss. I'm the boss. I'm the boss. Yeah, yeah, yeah, yeah."
Cassandra," Daddy! Come on, Woo! I've got three days left. Why would I try to escape?"
Woo," Sorry, Scott, but rules are rules. You trip the perimeter alarm, we search the place. Keel to stern, soup to nuts."
Scott, Thank you. It was an accident. My foot went through the fence.
Cassandra, Our flying ant crashed.
Scott," Hey, you try and entertain a 10-year-old when you can't leave the house. You know the lengths that I've gone to? Close-up magic. I learned that."
Cassandra, Why can't you just leave my daddy alone?
Woo," Oh, Cassie. This must all seem like a bunch of confusing grown-up stuff to you, huh? Well, think of it this way. Your school has rules, right? Like, you can't draw on the walls. Well, your daddy went to Germany and drew on the walls with Captain America. And that was a violation of Article 16, Paragraph Three of the Sokovia Accords. Now, as a part of his joint plea deal... with Homeland Security and the German government... he was allowed to return to the U.S... provided he serve two years under house arrest... followed by three years of probation. And avoid any unauthorized activities, technology... or contact with any former associates who were... or currently are in violation of said Accords. Or any related statutes. Okay, sweetie?"
Scott, Wow. You're really great with kids.
Woo," Thanks. I'm also a youth pastor. Anyway, not to be a Johnny ask-a-lot... but you haven't had any contact with Hank Pym or Hope Van Dyne, have you?"
Scott, No.
Woo," You sure? Because it's only a matter of time before we get 'em. It was their tech, so they violated the Accords, too. And associating with them breaks your deal. And, uh, I don't need to remind you... that any violation of your agreement means 20 years in prison. Minimum."
Scott, I haven't talked to Hank or Hope in forever.
Cassandra, They hate his guts.
Scott," Thanks, peanut."
Woo," How'd you do it, Scott?"
Scot, Do what?
Woo, The card trick.
Scott, Seriously?
Maggie," Oh, my God! You people can't just show up here whenever you want and search the place."
Paxton," Actually, they can."
Maggie, You need a warrant.
Paxton," Actually, they don't."
Maggie, Really? Wow. Did you pack your soccer shoes?
Cassandra, Yeah.
Maggie, All right. Next time I see you will be on the outside.
Paxton," All right. Oh, get on the inside of this. Hey, three days. Seriously... I'm proud of you, bud."
Scott, Thank you.
Paxton, You know what? Give me another one.
Maggie, Me too! Gosh! Freedom! New business! I am sensing greatness.
Cassandra," I had a fun weekend, Daddy."
Scott," Me too, peanut. But just wait till next weekend. Once I'm outta here, you and I are gonna go paint this town red. We'll have so much ice cream, we'll never stop puking."
Maggie, You're gettin' good at that.
Paxton, How'd you do that?
Cassandra," Bye, Daddy."
Maggie, Bye.
Scott, Bye.
Cassandra, Bye.
Scott, Three days. Easy-peasy. We had a dream ♪ We'd go travelin' together ♪ We'd spread a little lovin' then we'd keep movin' on ♪ Easy-peasy.
Cassandra, Where are you?
Hank, Everything that you know... Lost... in the quantum realm.
Scott, What?
Janet," I'm gonna find you, Jellybean. I found you!"
Hope," You always find me, Mommy."
Scott," What the hell? Hey, Hank! It's been a while. Um, I don't even know if this is your number anymore. And I'm probably the last person you wanna hear from. But I just had a really weird dream. And I know that doesn't sound like an emergency or anything... but it just felt very real. I was back in the quantum realm... and I think I saw your wife. And then I was your wife. I mean, not in a weird way or anything. You know, hearing this out loud, I'm thinking, uh, it's not an emergency. I'm sorry to bother you. I'm sorry for a lot of things."
TV," That means, one tiny atom in my fingernail could be... Could be one, little, tiny universe."
Scott, Hope? Is this another dream?
Hope, Do you think it was a dream... or is it possible that you really saw my mom down there?
Scott, I'm not sure. I can't be here! I can't be here! I'm under house arrest!
Hope," They won't open while the system's engaged, Scott."
Scott, You have to take me home. They could show up any second!
Hope," Relax. As far as your nanny cops know, you're still at home."
Luis, Whoa! Scotty?
Hope," He's programmed to replicate your daily routine. Nine hours in bed. Five hours in front of the TV. Two hours in the bathroom, whatever that's about."
Scott, That's totally inaccurate. And how do you know about my daily routine? Are you spying on me?
Hope," We keep tabs on all security threats, all right? And so far the biggest one we've had is you."
Scott," I'm sorry about Germany. They just showed up. They said it was a matter of national security. That Cap needed help, so..."
Hope, Cap?
Scott," Tain America. Captain. Cap. It's what we call him. If you're a friend. I'm not saying I'm a friend of... A little, I know him. He's nice. Whatever. I'm sorry! All right? I didn't think I'd get caught."
Hope, You didn't think about a lot of things.
Scott, How's Hank?
Hope," We're still running. The house is gone, so is our freedom. How do you think he is?"
Scott, I'm sorry. I know you're mad.
Hope," I'm not looking for an apology, Scott. The only reason why we're even talking is... because we need what's in your head."
Scott," Is this where you're living? If you need help or money or something, maybe I can..."
Hope, We're fine.
Scott," Hey, Hank. Look, I just wanna..."
Hank, Save it! Can we start?
Hope," Yeah. So, while you were relaxing at home... we were building this. It's a tunnel. To the quantum realm. To my mom. We think she might still be down there. We just don't know where."
Scott, What?
Hope, If we can pinpoint my mom's location... then the pod can take me down to get her.
Scott, You built all this and you don't even know if she's alive?
Hank," It's called a hypothesis. Last night, we powered up the tunnel for the first time. It was overloaded and it shut down. But for a split second, the doorway to the quantum realm was opened."
Scott, And?
Hope," And five minutes later, you called, talking about Mom."
Hank," We think when you were down there, you may have entangled with her."
Scott," Hank, I would never do that. I respect you too much."
Hank," Quantum entanglement, Scott."
Hope," We think she might have put some kind of a message in your head. Hopefully, a location. And opening the tunnel triggered it."
Scott, Your mom put a message in my head? Come on. That's insane.
Hank," No, Scott. Insane is going to Germany without telling us, and fighting the Avengers. Just tell me you weren't lying about the suit you took. Tell me you really destroyed it."
Scott," I did, I destroyed it, I swear."
Hank, I can't believe you destroyed my suit! That was my life's work!
Scott, What was I supposed to do?
Hank, You were supposed to not take my suit!
Scott," I'm sorry, Hank! I'm sorry I took the suit. I'm sorry that I called last night. I don't remember seeing Janet down there. I wish that I did. I just had a dream about her playing hide-and-seek with a little girl."
Hope, What?
Scott, I had a dream. She was playing hide-and-seek with a little girl. Cassie and I do it all the time. Doesn't mean anything.
Hope, But was it Cassie in the dream?
Scott, No.
Hope, Where was she hiding?
Scott, What?
Hope, The little girl. Where was she hiding? Was it in a wardrobe?
Scott," No, it was in a tall dresser."
Hank, You mean a wardrobe.
Scott, Is that what that's called?
Hope, What color was it?
Scott, Red.
Hope, Were there horses on it?
Scott," Oh, boy."
Hope, It's where I hid every time that we played.
Scott, It doesn't sound like you really got the gist of the game.
Hope, She's alive.
Hank, I knew it. I knew it!
Hope, We need to get that part.
Hank, Okay.
Hope, The sooner we get the tunnel working... the sooner we can get this message out of his head.
Hank, Does Burch have it?
Hope, Yeah. Let's go.
Scott, What part? Who's Burch? Wait. What's happening?
Hope, We need a component to stop the tunnel from overloading again. I grabbed your clothes. You might want to change.
